as-set,descr,members,mnt-by,last-modified,source,AS_count,cone,class
as-megaport-rs-syd,forfurtherdetailsrefertoaut-numas9033,"as-16552,as-17766,as-198781,as-23655-all,as-2talk-transit,as-394354,as-4608,as-4648-customers,as-56030-full,as-58868,as-58907,as-9268arcstar,as-acorus,as-akamai,as-apple,as-automattic,as-borwood,as-bulletproof,as-centorrino,as-cit,as-colo-au,as-constant,as-dropbox,as-edgecast,as-encoo,as-ethangroup,as-facebook,as-fastly,as-fcau-transit,as-feenix-radb,as-fetchtv,as-fuzenet,as-gcore,as-google,as-gtld,as-highwinds,as-hurricane,as-incapsula,as-interactive3d,as-ispco,as-launtel,as-layer2,as-llnw,as-m21,as-mammothmedia,as-marlink-australia,as-mfnx,as-microsoft,as-netactuate,as-netskope,as-nexium,as-nflx,as-nutrien,as-o3b,as-opendns,as-pch,as-pentanet,as-prole,as-rackspace,as-redmatter,as-retrac,as-riot,as-rwts-ds,as-salesforce,as-sggs,as-softlayer,as-sohonet-uk,as-solarix-ip_transit,as-superloop,as-synergywholesale,as-tasmanet,as-telesmart,as-tpisp,as-twitch,as-twitter,as-ubergroup,as-unitas,as-virtutel-transit,as-vodafonenz,as-vostro,as-webex,as-whs-ap,as-xintegration,as-zettagrid,as10083,as10143,as-exetel,as131270,as131476,as132113,as132330,as132405,as132449,as132476,as132529,as132533,as132808,as132895,as133045,as133173,as133188,as133189,as13335,as133382,as133389,as133403,as133483,as133509,as133548,as133615,as133739,as133859,as133930,as133934,as134139,as134143,as134160,as134178,as134189,as134220,as134456,as134688,as134711,as135060,as135126,as135160,as135301,as135323,as135328,as135425,as135526,as135668,as136001,as-cs,as136161,as136204,as136398,as136499,as136612,as136741,as136784,as136799,as136805,as136972,as136989,as136990,as136994,as137079,as137214,as137409,as-all,as137562,as137896,as138002,as138174,as138184,as138466,as-all,as138511,as139077,as139214,as139597,as139609,as-customers,as139694,as139736,as139862,as140231,as140637,as140994,as141000,as141002,as14127,as141437,as141992,as142579,as147061,as148968,as149647,as149851,as151203,as17457,as17473,as17477,as17492,as17535,as17559,as17828,as17898,as18108,as18200,as18255,as18390,as203101,as-all,as23667,as23669,as23854,as23871,as23913,as23921,as23943,as24033,as24183,as24324,as-customers,as24395,as24429,as24443,as24476,as2687,as30103,as31732,as31800,as38172,as38220,as38333,as38438,as38442,as38541,as38561,as-au,as38583,as38611,as38719,as38790,as38826,as38858,as38883,as395505,as41135,as45102,as45267,as45269,as45349,as45411,as45510,as45589,as45737,as45763,as45768,as45780,as45852,as45917,as45937,as4764,as-ab,as4778,as4826,as-vocus,as4851,as4857,as55304,as55486,as55521,as55542,as55555,as55567,as55581,as55803,as-all,as55811,as55884,as56038,as56199,as56294,as56307,as56318,as58409,as58464,as58507,as58530,as58580,as58589,as58712,as58894,as58989,as63931,as63953,as63971,as64006,as64015,as64044,as7477,as7575,as-customer,as7594,as7600,as7862,as9280,as-complete,as9297,as9313,as9328,as9342,as9435,as9627,as9650,as9652,as9723,as-all,as9749,as9790,as9876",ecix-mnt,30-05-2023,ripe,304,7290,0
as31027:as-nianet,globalconnecta/s,"as6834,as8351,as15859,as20694,as21198,as21456,as24679,as41264,as43790,as44328,as44499,as50783,as51073,as51510,as57030,as57720,as206082,as60153,as60111,as196727,as196827,as196997,as197123,as197190,as197291,as197660,as197949,as198194,as198452,as198473,as198455,as198608,as198614,as198622,as198631,as198903,as198944,as199041,as199289,as199848,as199988,as200292,as200538,as200629,as201455,as201503,as201697,as201720,as201889,as201960,as202216,as202373,as202377,as202567,as202680,as203825,as204032,as204135,as204141,as204151,as204171,as204290,as204425,as20473,as204920,as204988,as205510,as205662,as205703,as205793,as205805,as205945,as205979,as205760,as206157,as206606,as206612,as206636,as206749,as206920,as206941,as207247,as207316,as207355,as207533,as207603,as207934,as208237,as208310,as208741,as208665,as208988,as209118,as209125,as209528,as209770,as210226,as210127,as210322,as210939,as210972,as211118,as211418,as211783,as212991,as213066,as213214,as212428,as21060,as24853,as24969,as25111,as28717,as29542,as31027,as31130,as31131,as31590,as3240,as3321,as3342,as33916,as34165,as34220,as34705,as34848,as34922,as35376,as35589,as35637,as35678,as35789,as39026,as39500,as39839,as41259,as41795,as42236,as42355,as42418,as42659,as42686,as42697,as42876,as43088,as43204,as43220,as43337,as43557,as43806,as43869,as44134,as44398,as44433,as44508,as45032,as47173,as47249,as47304,as47634,as47715,as47765,as48726,as48854,as49930,as50021,as50134,as50346,as50323,as50457,as50490,as50630,as51049,as51073,as51251,as51364,as51377,as51482,as51510,as51595,as51608,as51844,as5491,as56496,as56901,as57020,as57735,as57736,as57915,as58111,as58282,as60153,as60254,as60422,as60794,as61032,as61128,as61397,as62090,as62113,as62121,as62210,as62313,as62319,as62324,as8273,as8502,as9171,as-207199-zitcom,as-adeodc,as-bodata,as-bolignet,as-cloudfactory,as-comendo,as-dbnet,as-dcgroup,as-enavn,as-enavn,as-fibia,as-gobler,as-herningkommune,as-hostersas,as-hostnordic,as-i2-announce,as-infoconnect,as-lytzenit,as-netsmed,as-ngdc,as-ngdcv6,as-nic-dk,as-nnit,as-novo,as-procopa,as-rackhosting,as-ris,as-se-net,as-set_dk-aura,as-smilecontent,as-solido,as-symbion,as-tekcon,as-teracomdk,as-verdo,as-zensystems,as-zitcom",as31027-mnt,12-05-2023,ripe,245,296,0
as-coltit,coltitaly,"as8220,as15404,as-2162-customers,as3573,as3911,as5535,as8234,as12222,as12428,as12498,as12607,as-12878-cmc,as12954,as14926,as15515,as15607,as15831,as15887,as20794,as24717,as24771,as28767,as28791,as29036,as29430,as31144,as31467,as33998,as40123,as41606,as41836,as42176,as43794,as44091,as48769,as48815,as52109,as59862,as60460,as197947,as198166,as200786,as201362,as201483,as201919,as201947,as202095,as203294,as204940,as205080,as205332,as205493,as206205,as206693,as208081,as209191,as209246,as211918,as212753",colt-it-mnt,28-04-2023,ripe,59,60,0
as-nixcz-rsclients,clientnetworksofnix.czrouteserver,"as-2connect,as-active24-cz,as196762,as-anexia,as112,as-ignemea,as-cloud4com,as-cz-ds,as-asw,as-avonet-cz,as-akamai,as-prole,as52092,as59970,as-antik,as1299,as-a,as208882,as197307,as-bnts,as-beyond,as-beyond,as206703,as56456,as-cesnet,as-cetin,as-coig,as204394,as28892,as-cznic-nix,as-cznic-transit,as-dns-br,as-b,as-dns-br,as-c,as-dns-br,as-d,as-nix-dr,as-casablanca-nix,as-ctgnet,as36692,as-cloudflare,as-8646,as-comsource,as-connectplus,as-coolhousing,as-core-backbone,as-dol,as-dpt-cust,as-domatv,as208060,as-dragon,as-dragon6,as42306,as-edera,as-mornet-nix,as-epix-transit,as211816,as-energotel,as-exatel-int,as50833,as-fibernet-set,as-fixnet,as-facebook,as50398,as-faster-cznix,as-fastly,as-nfx-nix,as-lbcfree,as199524,as-giganet-cz,as-set-grepa,as-gity,as-google,as60592,as40994,as-hostvirtual,as-host-telecom-cz,as136907,as-hurricane,as-hurricanev6,as-lroot,as-interconnect-cz,as-intcz-nix,as-inext,as-ispalliance-cz,as-its-networks,as-ixreach,as-inftele,as206784,as-enter,as46489,as-ktcz-net,as-klfnet,as-kaora,as201163,as-kooperativa,as56800,as-lightstorm,as-llnw,as-msoft-networks,as197197,as49206,as-merit-nix,as43708,as-metronet,as34080,as-ns9_ripn_net,as-mastercz-cznix,as8075,as209719,as48298,as-mopos-nix,as-nfx-nix,as-nix,as-nix6,as-nejcz-nixcz,as-netbox-cznix,as-netix-int,as-netxas,as210111,as-netia,as43413,as-newtel,as-nordictelecom,as-ctiol,as-o2bssk,as-ovanet-nix,as-ovh,as-optonet-transit,as328126,as199405,as-pegonet,as-podacz,as48451,as-prozeta-net,as-dialtelecom,as8518,as6507,as-sggs,as49931,as203165,as-supro-cz,as-swan,as-sbb-rs,as-sbb-v6,as-seznam-cz,as59959,as-sferia,as-silesnet,as-siriustec,as-skylon,as34955,as-slovanet,as-softlayer,as29583,as1239,as-customers,as-sprintel,as-highwinds,as207153,as-jaw,as-jaw-core,as-tetanet,as199657,as213387,as-techcom,as-cez-ict,as209369,as212974,as-trestel-sk,as-pantel,as204384,as202877,as56344,as50695,as-vnet,as-vshosting-cz,as-valve,as-gtld,as-vodafone-cz,as-ignum-nix,as-wia-cust,as-web4u,as-websupport,as205535,as-yahoo,as206548,as-mfnx,as-neot,as-neot6,as31349,as-tcp-nix-cz-ixp,as-ehamnet,as-set-cooln-nix,as-ha-vel-cznix,as-hcncz,as-interactive3d,as-cdt-networks,as-cra-cznix,as201594,as204772",nixcz_rs,02-06-2023,ripe,202,24288,0
as-claranetfr-peerings,claranetfrancepeerings,"as2486,as-ignemea,as2686,as-ftfr,as3215,as-nacamar,as3257,as-psineteu,as3291,as-siris,as3305,as-easynet,as4589,as-t-onlinefrance,as5410,as5436,as-isdnet,as5594,as-via,as5669,as6461,as-noos,as6678,as-colt,as8220,as-cegetel,as8228,as8304,as-ornis,as8399,as-rednet,as8586,as8677,as-mgn,as8784,as8839,as-proxad,as12322,as-completel,as12670,as-tiscalifr,as12876,as-frontier,as13049,as-nerim,as13193,as-lncparix,as13237,as-europeasp,as15403,as-witbe,as15436,as-ldcomnet,as15557,as-trueserver,as15703,as16080,as-agarik,as16128,as16136,as16276,as-openweb,as20650,as-gitoyen,as20766,as21247,as-ikoula,as21409,as-glidepath,as24854,as-yacast,as24963,as25593,as-galacsys,as28855,as-azuria,as28877,as29075",as8975-mnt,18-05-2018,ripe,78,2941,1
as-rointerlan-members,anksoftas,"as41494,as-gemenii,as-pronetit,as-sanos,as-mitnet,as-rnt,as-tennet,as-telecomromania,as-allnet,as-lansoft,as-ambra,as-bestnets,as31605,as-dcn,as-set-abcnet,as-dynamic,as-energydot,as-massive-telecom,as40984,as-cobratelecom,as-computer4u,as-datazyx,as-gmbnetset,as-kety,as-wdcnet-new,as42523,as-softkit,as39861,as-teen,as47742,as-viva,as-cnetwork,as62107,as35261,as41953,as39226,as62388,as-fxsoft-all,as-conectx,as50604,as51799,as50886,as-intersat_ct,as-efect,as-203929,as50357,as-stardesign,as-netergy,as34847,as-mariluc,as48141,as49852",interlan_iex-mnt,31-10-2022,ripe,52,233,0
as-ifog-us,digicom-ipv6,"as34927,as202479,as209533,as213288,as205920,as204438,as209833,as209022,as137490,as-nc-customers,as57848,as208188,as212793,as140731,as204446,as212149,as212105,as212085,as38281,as211486,as211227,as210872,as136918,as212793,as210815,as210734,as52122,as147028,as211544,as26457,as210522,as210384,as142266,as398549,as211535,as209199,as398447,as14570,as-aanetworks,as213312,as207941,as204617,as49922,as58336,as209718,as1050,as400671,as398057,as-cloudie,as-fremont,as-blockinetic,as149835,as50414,as202260,as208690,as208690,as62485,as62309,as209650,as210387,as205183,as200775,as200731,as40893,as204617,as202256,as202427,as207893,as200182,as208393,as200866,as205329,as60900,as54212,as202197,as212618,as142551,as202939,as399532,as210667,as205794,as211640,as42394,as138211,as212034,as209870,as208753,as212359,as210905,as137509,as142598,as64199,as210905,as60438,as204880,as22630,as147047,as207852,as210445,as149292,as211843,as400312,as211562,as142553,as13850,as8095,as212292,as270014,as208679,as211548,as149296,as213163,as-ohanacraft,as203169,as150325,as205432,as200882",ch-ifog-1-mnt,28-05-2023,ripe,117,130,0
as-4d-dc-linx,4ddatacentreslinxpeers,"as8426,as31270,as32787,as2818,as20940,as714,as16509,as33920,as6939,as21371,as16276,as30740,as31655,as9116,as50292,as8560,as34442,as20712,as12041,as20915,as37468,as51406,as60157,as29119,as51159,as10310,as13037,as42455,as260,as37271,as202867,as62044,as15695,as59659,as61049,as54104,as47480,as61323,as41000,as34655,as8881,as43323,as38182,as34119,as19324,as59605,as59701,as20952,as62955,as8365,as16353,as5413,as42,as3856,as5883,as786,as9031,as14340,as45014,as13786,as207059,as56595,as1828,as8966,as20473,as13150,as13037,as20473",mnt-4ddatacentres,19-01-2023,ripe,68,66,0
as-coltjp,coltjapan,"as8220,as15404,as3084,as3762,as-8220,as6421,as7246,as7754,as-kvh,as10794,as11911,as12701,as12761,as13213,as14969,as15038,as16645,as16740,as16839,as17956,as18211,as-broadcom-19637,as21595,as24291,as27399,as31747,as32110,as36224,as38551,as40339,as41264,as-3ds-emea,as46163,as53766,as54253,as54538,as55256,as55890,as59345,as62194,as131945,as131985,as132418,as133462,as134167,as134827,as135304,as136178,as136265,as136744,as139274,as140501,as141757,as212581,as395717,as14114,as55894,as29802,as13778,as53596",colt-mnt,09-05-2023,ripe,60,61,0
as-set_tnsplus,asfromtele2---,"as49070,as35168,as197556,as42770,as206026,as-orbita-plus-customers,as-ktnetpeers,as-aknet,as12764,as-megaline,as-elcat,as-as50223-peers,as29061,as41329,as-set-tajiktelecom,as-intal,as57096,as29061,as39819,as61196,as60515,as44343,as47237,as50251,as203481,as41371,as51878,as205516,as48503,as29555,as211160,as57013,as59443,as15736,as-nls-peers,as-alm-ktp,as57013,as204804,as31525,as35794,as60757,as51878,as49070,as39824,as-netkaz-peers,as-smartnet-peers,as29046,as200349,as-set-viza,as41520,as51192,as41284,as56698,as51997,as51878,as43873,as57826,as59598,as60708,as47950,as209120,as-set-optinet,as-set_ktp-customers,as208592,as-ktcpeers,as41124,as-ktcpeers,as29355,as57950,as48503,as-astelpeers,as15736,as39824,as41798,as35673,as48007,as72,as56786,as198200",gy2016-mnt,20-09-2022,ripe,79,496,0
as-serverius,serveriusasmembers,"as-2gis,as-42910-serverius,as-admax,as-ahn,as-alwyzon,as-chrono,as-cofractal,as-duocast,as-foxcloud,as-frc,as-gblict,as-gnx,as-h2b,as-hostiserver,as-i4w,as-ipconn,as-ipvisie,as-itlnl,as-koddos,as-lancom-gr,as-liteserver,as-matrixit,as-maxitel,as-mirhosting,as-netops,as-peerixnet,as-possiblylizards,as-primecrown,as-prometeus,as-ptisp,as-sbag,as-scaleup,as-servperso,as-set-bladeservers-eu,as-set-hetzner-africa,as-sitbv,as-squitter,as-vitrumnet,as-wcd,as-webwerks-1,as12637,as-customers,as12654,as132376,as13246,as133932,as134512,as16075,as16376,as196752,as197328,as198651,as198972,as200470,as200651,as200831,as201119,as201563,as201978,as202374,as202448,as202505,as202675,as203425,as203557,as203815,as203993,as204196,as204519,as204641,as204934,as204963,as205668,as206281,as206446,as206521,as206980,as207491,as-all,as207551,as207595,as207994,as208425,as208685,as209365,as209604,as209622,as209854,as211364,as211381,as211623,as211713,as211786,as211895,as212050,as212301,as212369,as212477,as212703,as21276,as212911,as212947,as213192,as25455,as25780,as26021,as26414,as29028,as29869,as34412,as34553,as34884,as35277,as38186,as38965,as39022,as39114,as39537,as40987,as42159,as42724,as43056,as44066,as44477,as44620,as44858,as45040,as47242,as47583,as47721,as48968,as49145,as49157,as49447,as50019,as50381,as50500,as50673,as53334,as5464,as56971,as57351,as57935,as58061,as59800,as59802,as59939,as60222,as60721,as61102,as61272,as62005,as-bluevps,as62296,as8038,as8587,as-nextpertise,as-set-dt-it,as-zenex5ive",serverius-mnt,11-05-2023,ripe,159,1743,0
as-franceix-par-list,membersconnectedtofranceixparis,"as42,as112,as702,as714,as1301,as1820,as1828,as2027,as2094,as2200,as2484,as2486,as2595,as2602,as2613,as2635,as2686,as2906,as3215,as3225,as3299,as3856,as5400,as5410,as6461,as6507,as6661,as6738,as6758,as6774,as6775,as6866,as6939,as7500,as7552,as7713,as8075,as8218,as8220,as8262,as8283,as8304,as8309,as8346,as8399,as8400,as8426,as8487,as8529,as8554,as8560,as8565,as8632,as8674,as8677,as8723,as8784,as8839,as8966,as9002,as9036,as9153,as9159,as9299,as9304,as10310,as12322,as12400,as12496,as12684,as12696,as12779,as12826,as12850,as12876,as13002,as13030,as13150,as13237,as13285,as13335,as13414,as13786,as14340,as14413,as14537,as15169,as15401,as15412,as15422,as15436,as15547,as15557,as15695,as15826,as15830,as15965,as16080,as16128,as16211,as16276,as16347,as16363,as16509,as16552,as19679,as20278,as20473,as20485,as20562,as20565,as20756,as20764,as20766,as20804,as20900,as20940,as20986,as21000,as21042,as21101,as21339,as21351,as21409,as21859,as22697,as22822,as24429,as24482,as24492,as24611,as24691,as24776,as24904,as24940,as25091,as25152,as25160,as25178,as25273,as25540,as25593,as25595,as26415,as28855,as29075,as29104,as29169,as29246,as29283,as29286,as29467,as29513,as29605,as29608,as29639,as29838,as30081,as30781,as30889,as30919,as30972,as30990,as31019,as31042,as31167,as31178,as31216,as31328,as31424,as31449,as31564,as31595,as31638,as32590,as32787,as32934,as33353,as33438,as33835,as33891,as33930,as34002,as34006,as34019,as34177,as34422,as34572,as34606,as34659,as34863,as34993,as35280,as35360,as35393,as35426,as35600,as35625,as35661,as35717,as35798,as36236,as36692,as36864,as37002,as37054,as37100,as37613,as37680,as37693,as37721,as38040,as39063,as39072,as39104,as39120,as39122,as39180,as39271,as39305,as39326,as39351,as39386,as39405,as39421,as39444,as39533,as39583,as39605,as39636,as39781,as39899,as39931,as41044,as41090,as41114,as41157,as41191,as41364,as41405,as41653,as41690,as42275,as42369,as42467,as42473,as42687,as42845,as42929,as43100,as43142,as43436,as43445,as43531,as43573,as43858,as44000,as44141,as44219,as44295,as44444,as44821,as44902,as45009,as45102,as45629,as45899,as46489,as47127,as47406,as47608,as47648,as47833,as47866,as47957,as48213,as48237,as48426,as48504,as48518,as48519,as48702,as48817,as49028,as49434,as49463,as49544,as49690,as49763,as49920,as50032,as50620,as50624,as50628,as50812,as50858,as50869,as50903,as51185,as51254,as51257,as51269,as51326,as51405,as51468,as51706,as51985,as52075,as52143,as53264,as54113,as54994,as55195,as55256,as56665,as56987,as57119,as57468,as57581,as57642,as57734,as57752,as57809,as57902,as57928,as57976,as58011,as58208,as58308,as58453,as58511,as59689,as59842,as59877,as59900,as60032,as60171,as60350,as60427,as60456,as60497,as61168,as61205,as61319,as61955,as62044,as64514,as132203,as132337,as132876,as136907,as196983,as197033,as197133,as197205,as197422,as197492,as197551,as197653,as197692,as197696,as197922,as197981,as198034,as198111,as198126,as198184,as198191,as198239,as198290,as198335,as198385,as198507,as198545,as198551,as198682,as198985,as199064,as199121,as199125,as199248,as199275,as199383,as199396,as199483,as199524,as199660,as199758,as200050,as200129,as200748,as200780,as201080,as201085,as201675,as201699,as201808,as202096,as202140,as202321,as203349,as203547,as203554,as203698,as203731,as203885,as203908,as204207,as204355,as204403,as204661,as204708,as204869,as204981,as205010,as205344,as205555,as205801,as205919,as206059,as206342,as206508,as206568,as206610,as206782,as208196,as208261,as208635,as209097,as209323,as209920,as210036,as210051,as210232,as210312,as211925,as211978,as212424,as212576,as212579,as212815,as213018,as327814,as327956,as328107,as397601",mnt-franceix,02-06-2023,ripe,446,446,0
as-f5,f5inc.,"as35280,as843,as55002,as-volterra,as-milkywan,as-tpg,as9180,as9651,as12654,as-rmi,as16365,as18434,as18438,as-netalis,as21212,as22317,as-ip-max,as-f5,as25714,as-gandi,as-hubone,as-luxnetwork,as32665,as-intrinsec,as34019,as-hivane,as-heliantis-customers,as-keyyo,as-hexanet,as-digitalvirgo,as-acorso,as-nextmap,as-jeuxvideo,as36516,as-gva,as39305,as-convergence,as-fullsave,as-sigma,as41605,as-alterway,as-aquaray,as41728,as-tkrz,as42312,as42687,as43439,as43532,as44108,as46830,as48744,as48934,as-d-lake,as49642,as-arcadiz,as-leonix,as50894,as-trinaps,as-defense,as56410,as-all,as-netbarista,as57734,as-transit,as59528,as-zoreole,as-vp,as-exoscale,as-infomil,as-netrix,as133122,as139322,as139323,as139324,as150347,as-mediactive,as197492,as-dstorage,as201281,as-mazoyer-eu,as202945,as-altnet,as204462,as205845,as206613,as208773,as-dorian,as211268,as-aif,as212589,as213313",f5-auto-mnt,31-05-2023,ripe,91,485,0
as-rinet,fullconnectivity(includinginternationaltrafic),"as8331,as42218,as60043,as-ricentr,as6719,as9130,as25251,as25530,as28912,as30738,as35301,as35522,as38969,as39631,as42901,as43102,as43526,as44232,as44773,as48128,as49326,as49929,as50038,as50126,as50425,as50545,as50846,as51115,as51427,as59512,as59653,as60085,as60944,as61151,as61378,as62063,as197449,as199945,as199647,as199975,as200578,as201244,as202432,as202587,as203504,as206181,as207104,as207839,as-artcon,as-awax,as-dubrovka,as-edunet,as-ictelecom,as-plustelecom,as-sparktell,as-zhukovskynet",rinet-mnt,16-02-2023,ripe,56,77,0
